Date,Power Station Name,Actual Day Peak (MW),Actual Eve Peak (MW),IMERG_PRECTOT,T2M,RH2M,ALLSKY_SFC_SW_DWN,PS,WSC,Derived_LHF_FAO
2022-03-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,81,0.0,25.79,45.35,6.3562,97.67,1.15,187.8763165
2022-03-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,81,0.0,26.72,42.76,6.2724,97.76,1.39,238.58736732
2022-03-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,81,0.0,27.18,41.95,6.1843,97.72,1.46,254.5386849
2022-03-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,81,0.0,27.35,46.18,6.2966,97.62,1.24,200.544084
2022-03-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,0.0,26.12,49.4,6.8038,97.67,1.5,227.14593
2022-03-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,35,0.0,26.67,49.81,7.0824,97.75,1.44,216.69070752
2022-03-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,70,0.0,27.99,44.47,6.6216,97.75,1.16,193.97872872
2022-03-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",71,70,0.0,27.82,54.35,5.274,97.67,1.52,208.8370636
2022-03-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",71,70,0.0,26.23,67.34,5.0266,97.83,1.81,176.97728948000002
2022-03-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,0.0,26.36,68.37,5.7134,97.91,1.86,176.20712417999997
2022-03-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,67,0.0,25.83,72.78,3.4488,98.04,1.69,137.53618163999997
2022-03-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,68,0.0,26.95,67.0,3.5981,98.08,0.93,92.10069
2022-03-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,72,0.0,26.24,70.4,4.7354,97.93,1.33,117.86385519999996
2022-03-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,71,0.32,26.31,68.31,5.472,97.85,1.36,129.06246864
2022-03-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,70,0.0,26.81,69.93,4.5046,97.93,1.26,113.64944471999998
2022-03-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,69,0.0,27.13,69.67,5.3124,97.98,1.44,131.14789056
2022-04-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,69,0.0,27.47,68.36,5.843,98.03,1.5,142.674252
2022-04-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,67,0.0,27.61,64.32,5.2934,98.12,1.16,124.48095488000004
2022-04-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,67,0.11,27.24,67.87,4.8269,98.1,1.69,163.11086882999996
2022-04-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,70,0.0,27.31,69.57,5.495,98.25,2.03,185.60285534
2022-04-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",69,75,0.0,27.47,69.71,6.1788,98.29,1.63,148.42421074000004
2022-04-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,72,0.0,27.83,63.78,6.7174,98.24,1.04,113.37555423999996
2022-04-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,72,0.0,28.94,50.41,6.395,98.07,1.35,202.23868185
2022-04-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,102,0.0,28.6,51.92,6.533,97.98,1.39,201.663146
2022-04-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",69,67,0.0,27.62,54.91,6.6062,97.91,1.52,206.13813336
2022-04-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,69,0.0,28.0,57.65,6.1742,97.84,1.46,186.20405649999995
2022-04-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,69,0.0,27.88,65.61,5.5342,97.77,1.76,182.20262192
2022-04-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",67,68,0.0,28.22,66.13,5.9513,97.75,1.26,128.61326394000002
2022-04-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,69,0.0,28.87,61.88,5.9794,97.6,1.55,178.45153719999996
2022-04-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",67,69,0.0,28.16,63.9,5.4408,97.61,1.85,201.22988350000003
2022-04-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",69,68,0.0,27.95,60.17,3.9271,97.62,2.02,242.2548226
2022-04-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,68,0.0,27.3,68.82,5.8514,97.63,1.56,146.14128360000004
2022-04-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,101,0.0,27.88,65.73,6.2251,97.75,1.48,152.68121187999998
2022-04-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",72,70,0.0,27.21,68.88,6.2489,97.89,1.23,114.97059936
2022-04-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",66,64,0.0,28.08,65.16,6.0372,97.95,1.45,152.1753714
2022-04-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",66,64,28.75,26.97,68.22,2.7998,97.91,1.01,96.33191736
2022-04-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,62,0.0,26.87,67.02,5.447,97.87,1.26,124.67271096000005
2022-04-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",60,57,10.85,26.33,73.13,5.2474,97.9,1.41,113.46308916
2022-04-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",55,53,0.0,27.76,72.26,6.1061,97.78,1.35,112.68778589999998
2022-04-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",56,58,0.0,28.02,69.9,6.6497,97.66,1.6,145.04347199999995
2022-04-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",57,57,0.0,28.2,69.09,6.6696,97.69,1.43,133.20061754999995
2022-04-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",55,56,0.0,27.02,76.72,6.6091,97.76,1.26,88.04826575999999
2022-04-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",56,58,0.0,28.15,69.0,6.8635,97.73,1.33,124.22599
2022-04-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",57,58,0.0,28.35,60.59,6.8621,97.76,1.08,128.32684200000003
2022-04-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",56,57,0.0,29.59,56.23,6.8911,97.69,1.51,200.08903998
2022-04-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,9.98,30.21,55.41,6.2266,97.64,1.2,162.3218688
2022-05-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,8.06,29.52,58.86,6.3506,97.6,1.45,180.5517351
2022-05-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,0.0,28.84,60.23,5.5682,97.64,1.07,128.50852261
2022-05-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,35,18.26,27.67,69.95,4.1177,97.83,1.59,143.7302919
2022-05-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,15.19,26.54,75.68,2.4026,97.86,1.51,110.05575808
2022-05-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,7.41,27.73,63.83,5.5601,97.72,1.08,117.53455968000002
2022-05-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,34,0.0,29.26,60.43,6.7339,97.62,0.93,111.28718241
2022-05-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",34,34,0.0,30.08,57.97,7.0639,97.59,1.12,142.74127728
2022-05-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,33,11.0,29.74,65.74,5.6438,97.61,1.15,119.3356311
2022-05-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,32,70.91,26.87,79.03,2.922,97.72,1.14,71.72218115999999
2022-05-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,30,23.62,25.72,82.94,2.8361,97.74,1.43,72.91172745999998
2022-05-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,10.17,26.22,83.84,4.5559,97.69,1.59,76.92132527999999
2022-05-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.56,27.74,80.48,4.9999,97.57,1.7,99.84733759999996
2022-05-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.01,27.55,83.17,4.2979,97.41,2.2,111.337182
2022-05-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.4,28.09,81.53,4.8322,97.54,2.26,125.74420327999997
2022-05-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,4.66,28.0,83.93,5.8536,97.68,1.84,89.04644119999998
2022-05-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.0,26.44,90.67,5.8697,97.58,1.47,41.08906808999997
2022-05-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,0,9.2,25.84,89.2,4.7885,97.59,1.58,51.01965359999999
2022-05-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,5.55,25.36,88.9,4.7297,97.7,1.41,46.71980009999999
2022-05-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,8.18,26.27,89.23,6.2292,97.67,1.3,41.92179419999996
2022-05-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,33,22.98,26.13,89.37,4.1426,97.43,1.4,44.53884959999997
2022-05-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,23.17,26.29,88.71,3.035,97.15,1.28,43.27267328000004
2022-05-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,2.3,26.75,84.78,6.2501,97.07,1.47,67.09782659999999
2022-05-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,35,9.99,26.42,83.43,3.96,97.23,1.22,60.559273779999984
2022-05-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,70,38.86,27.03,82.38,3.7267,97.51,1.29,68.23031363999999
2022-05-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,70,5.57,26.84,83.73,4.4532,97.55,1.26,61.49854997999997
2022-05-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,75,7.77,26.59,84.6,5.3954,97.46,1.46,67.3935416
2022-05-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,63,15.27,26.54,84.09,5.0731,97.29,1.61,76.76589319000003
2022-05-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",38,63,1.59,26.84,83.71,4.1208,97.22,1.42,69.39308682000001
2022-05-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",38,68,21.21,25.98,86.3,3.5422,97.3,1.4,57.373134
2022-05-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,68,0.69,26.15,85.15,3.1836,97.28,0.98,43.55712899999998
2022-05-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,68,2.18,26.44,83.78,4.4662,97.25,1.38,67.05902723999999
2022-06-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,68,5.3,26.07,85.76,4.5214,97.35,1.66,70.73082047999998
2022-06-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,68,15.64,26.15,88.02,2.8678,97.36,1.88,67.40954319999999
2022-06-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,68,17.93,26.6,88.93,3.9826,97.39,1.94,64.37371049999994
2022-06-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",68,68,6.96,25.69,93.31,3.1634,97.51,1.43,28.589126279999977
2022-06-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",62,60,0.0,27.13,87.0,5.2697,97.5,1.55,60.50642
2022-06-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,35,0.0,27.29,84.45,6.1819,97.41,1.53,71.47918259999999
2022-06-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,0.07,27.61,83.76,5.7514,97.36,1.57,76.68417568
2022-06-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,28.96,27.19,85.42,3.7262,97.31,1.67,73.12858523999995
2022-06-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,35,1.22,26.64,87.55,4.2125,97.35,1.77,66.06322335000002
2022-06-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,32,0.56,27.12,85.86,5.0038,97.33,1.4,59.44144919999998
2022-06-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,32,0.02,26.57,84.68,5.0467,97.41,1.69,77.59990575999993
2022-06-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,32,0.0,26.85,86.73,5.1055,97.56,1.79,71.25989999999996
2022-06-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,32,30.8,27.4,86.54,4.3807,97.58,1.76,71.19909279999996
2022-06-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,32,59.15,27.34,87.89,4.2514,97.56,1.67,60.77019612999998
2022-06-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,32,25.14,26.01,91.75,4.5074,97.64,1.68,41.463576
2022-06-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",32,32,48.1,25.23,92.28,2.1082,97.73,1.74,40.080788639999966
2022-06-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,66,96.04,24.45,94.79,1.7573,97.78,1.79,27.75387839999996
2022-06-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",66,66,59.17,24.76,93.83,1.2535,97.75,1.73,31.799211309999983
2022-06-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",100,99,116.44,24.91,92.42,2.2776,97.63,1.81,40.89323587999999
2022-06-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",64,100,18.84,24.11,94.07,3.7548,97.39,1.89,33.31600902000001
2022-06-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",103,104,2.77,26.1,89.27,4.003,97.26,1.61,51.69633525000003
2022-06-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",108,117,2.57,26.06,88.05,5.1389,97.59,1.39,49.70027705000001
2022-06-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",81,124,2.26,25.53,89.05,5.3191,97.66,1.63,53.30989980000001
2022-06-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",79,81,0.47,26.3,86.88,4.5799,97.51,1.52,59.71751680000004
2022-06-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",121,126,0.78,26.36,87.48,5.5411,97.42,1.73,64.87266795999999
2022-06-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",123,125,3.78,27.16,85.38,6.294,97.6,1.49,65.41892978
2022-06-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",124,125,5.67,26.86,86.52,6.361,97.62,1.2,48.52961760000001
2022-06-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",124,121,9.06,26.48,87.67,5.6966,97.5,1.48,54.67768091999999
2022-06-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",123,125,6.14,26.67,86.04,4.5094,97.4,1.63,68.22344135999997
2022-06-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,124,14.88,26.98,86.94,5.1545,97.34,1.44,56.443648320000015
2022-07-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",124,125,3.38,26.2,91.78,4.6068,97.24,1.41,34.69526369999997
2022-07-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,122,4.34,27.16,87.04,5.819,97.1,1.42,55.26664991999997
2022-07-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",126,122,6.98,26.42,87.84,5.2433,97.2,1.49,54.27729087999997
2022-07-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",123,122,44.85,26.42,87.53,6.2676,97.13,1.07,39.971325530000016
2022-07-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",88,122,19.72,27.49,86.89,5.0045,97.23,1.43,56.36188271999999
2022-07-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,121,7.23,27.17,85.29,4.897,97.56,1.15,50.80363279999996
2022-07-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",123,124,2.1,27.16,84.81,5.5246,97.56,1.31,59.75838658999997
2022-07-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,118,20.77,26.99,86.75,5.8884,97.4,1.5,59.65282499999998
2022-07-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",122,124,7.61,27.21,83.2,5.8822,97.24,1.4,70.64467199999996
2022-07-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",123,125,7.98,27.0,86.02,6.415,97.26,1.63,68.39638110000001
2022-07-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",115,126,1.51,26.79,84.9,5.8166,97.32,1.64,74.27714159999995
2022-07-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,119,43.94,28.28,83.06,6.5815,97.1,1.42,72.50838363999998
2022-07-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",124,119,3.41,28.27,82.52,6.3643,96.97,1.39,73.23662024000001
2022-07-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",79,126,13.87,27.78,84.61,6.373,97.15,1.54,71.32221558
2022-07-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",127,125,3.0,28.22,84.08,5.7226,97.27,1.41,67.64912664
2022-07-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",127,125,4.48,28.08,84.67,5.9014,97.41,1.62,74.80926557999999
2022-07-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",75,124,0.39,27.78,85.09,5.9472,97.52,1.78,79.86622014
2022-07-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,123,9.07,27.17,87.52,5.178,97.52,1.64,61.46709504
2022-07-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",126,119,3.16,27.11,87.78,5.2644,97.39,1.77,64.94443643999999
2022-07-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",126,123,4.06,26.75,89.43,3.8618,97.43,1.79,56.74197969999995
2022-07-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,125,2.93,26.6,87.57,5.256,97.53,1.35,50.29954875000004
2022-07-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",126,124,17.67,27.49,86.28,5.2531,97.49,1.45,59.80932159999999
2022-07-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",80,127,13.25,25.91,91.94,4.0906,97.59,1.49,35.91531164
2022-07-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",125,127,34.35,26.13,90.61,3.6014,97.69,1.44,40.46744447999999
2022-07-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",127,126,9.12,26.09,79.71,3.4339,97.9,0.41,24.893476360000005
2022-07-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",127,127,0.32,26.7,83.05,5.2118,97.82,1.06,53.87404949999999
2022-07-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",126,127,0.0,27.53,83.23,6.1596,97.75,1.08,54.45795887999999
2022-07-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",127,129,9.4,27.37,87.53,4.1594,97.75,1.03,38.59908932
2022-07-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",128,128,0.0,28.11,83.67,6.391,97.64,1.02,50.17967315999999
2022-07-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",128,126,0.0,28.04,83.31,5.3822,97.49,1.21,60.82501930999997
2022-07-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",92,81,6.78,27.23,86.67,5.4672,97.42,1.19,47.64837825999999
2022-08-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",115,114,0.49,27.88,85.24,5.4055,97.37,1.17,51.985472760000015
2022-08-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",114,113,44.67,28.04,85.01,5.3357,97.33,1.16,52.37212195999997
2022-08-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",113,113,11.68,26.48,90.41,3.8182,97.52,1.11,31.895313869999995
2022-08-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",113,112,19.69,28.15,84.02,5.1002,97.42,1.14,54.88842360000001
2022-08-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",111,113,36.36,27.66,85.79,5.5774,97.23,1.18,50.43921917999996
2022-08-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",111,112,21.55,27.79,84.93,5.147,97.09,1.02,46.25869115999998
2022-08-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",111,111,18.4,28.71,84.83,5.8306,96.99,1.0,45.79216200000001
2022-08-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",111,116,21.18,26.95,86.81,4.7546,97.06,1.38,54.6248022
2022-08-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",117,115,0.22,26.23,88.76,5.3777,97.17,2.18,73.35768015999997
2022-08-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",115,118,1.98,25.45,91.57,4.6452,97.26,1.83,46.06472340000002
2022-08-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",118,108,0.0,26.53,87.59,5.4967,97.32,1.86,69.17393567999999
2022-08-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",107,107,16.67,26.4,90.64,5.4062,97.18,1.61,45.1409868
2022-08-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",108,108,3.05,25.69,90.64,4.9526,97.21,2.07,57.90084768
2022-08-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",107,106,1.44,25.16,91.82,4.6414,97.66,1.82,44.41119956000005
2022-08-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",101,101,2.24,27.24,84.34,5.7626,97.8,1.32,62.09421767999999
2022-08-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",103,147,2.41,27.23,86.67,5.1682,97.59,1.18,47.24797171999999
2022-08-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",147,150,0.38,27.86,87.99,5.5517,97.25,1.33,48.08123033000004
2022-08-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",150,150,6.52,28.03,85.59,5.6028,97.03,1.5,65.10005699999999
2022-08-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,150,8.44,26.69,85.47,4.9699,97.31,2.05,89.31184159999998
2022-08-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",152,144,0.0,26.89,85.81,5.4182,97.42,1.53,65.14078428
2022-08-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",156,156,14.61,27.19,85.01,5.0386,97.32,1.1,49.523062599999975
2022-08-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,152,22.71,27.51,85.82,4.8576,97.32,1.11,47.32328268000001
2022-08-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,152,0.94,26.44,88.09,4.7194,97.62,1.53,54.59218856999998
2022-08-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",150,152,0.0,27.1,85.02,5.0419,97.64,1.38,62.06888100000001
2022-08-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,152,3.63,27.38,85.92,6.5117,97.48,1.32,55.85530368000001
2022-08-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",110,150,22.7,25.98,91.21,2.2195,97.42,1.37,36.02213199000004
2022-08-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",144,148,24.95,25.25,91.01,1.9709,97.57,1.38,37.02010079999999
2022-08-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",153,151,0.0,26.28,86.12,5.2099,97.74,1.13,46.96379891999996
2022-08-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",146,146,0.81,27.39,81.7,5.5709,97.9,0.87,47.84897339999998
2022-08-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",148,146,1.34,27.89,82.79,5.1439,97.83,1.06,54.91752303999997
2022-08-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",146,145,7.38,26.95,89.83,4.6286,97.71,1.18,36.0138006
2022-09-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",145,146,15.32,27.01,87.99,4.763,97.83,0.97,34.96773952000002
2022-09-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",147,144,2.61,27.0,86.35,4.507,97.79,1.16,47.525751000000014
2022-09-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",146,150,3.48,27.46,86.23,5.3678,97.62,1.28,52.98431615999996
2022-09-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",152,150,14.15,27.36,88.93,5.2742,97.62,1.51,50.23235006999996
2022-09-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",105,151,26.07,27.25,89.43,3.8467,97.66,1.25,39.69034999999996
2022-09-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",150,144,4.04,27.74,87.17,5.5913,97.72,1.06,40.92043822
2022-09-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,153,1.38,28.2,85.96,5.2008,97.78,1.03,43.578826200000016
2022-09-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,152,17.09,29.14,83.22,5.9292,97.77,1.04,52.75323248000001
2022-09-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",150,150,21.22,27.01,92.56,4.4527,97.79,0.88,19.652075520000004
2022-09-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",138,148,56.84,25.54,93.32,4.3154,97.82,1.3,25.938239600000035
2022-09-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",149,148,10.44,24.08,90.2,5.0465,97.76,1.76,51.26623039999998
2022-09-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",150,148,24.22,24.95,91.36,4.1983,97.78,1.69,43.527369600000014
2022-09-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",149,148,16.99,24.78,96.1,3.6084,97.89,1.71,19.86895170000001
2022-09-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",148,149,1.62,25.1,91.0,2.7907,97.94,1.56,41.87429999999999
2022-09-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",149,146,0.4,25.84,89.88,4.7964,97.67,1.5,45.38668200000002
2022-09-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",148,149,2.57,26.42,89.81,5.0429,97.4,1.29,39.37877607
2022-09-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",148,150,11.76,26.89,87.78,5.5745,97.48,1.06,38.86478127999999
2022-09-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",149,116,61.67,27.19,88.4,5.2694,97.49,1.07,37.27820079999999
2022-09-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",150,150,1.68,26.66,88.03,4.9915,97.63,1.62,58.13735634000002
2022-09-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,151,0.0,26.32,86.27,5.4276,97.72,1.62,66.60991422000004
2022-09-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,152,8.1,26.52,87.0,5.2526,97.76,1.16,45.19023599999999
2022-09-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",151,152,1.78,26.6,88.4,5.1113,97.74,1.08,37.55268
2022-09-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",153,152,15.64,26.43,90.28,4.1762,97.69,1.29,37.56373703999998
2022-09-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",152,151,44.06,25.94,87.88,4.6471,97.66,0.82,29.724760560000018
2022-09-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",116,151,15.11,26.89,88.67,4.595,97.7,0.99,33.65458667999999
2022-09-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",152,158,13.04,24.85,93.09,4.2948,97.75,0.95,19.562209999999983
