Date,Power Station Name,Actual Day Peak (MW),Actual Eve Peak (MW),IMERG_PRECTOT,T2M,RH2M,ALLSKY_SFC_SW_DWN,PS,WSC,Derived_LHF_FAO
2024-08-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",220,216,23.66,25.15,93.82,3.2256,97.49,1.87,34.47333780000004
2024-08-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",220,216,4.06,25.31,91.36,4.4669,97.62,1.64,42.29058816000001
2024-08-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",218,217,7.98,26.75,87.0,5.0532,97.7,1.27,49.51349
2024-08-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",217,217,30.15,26.94,88.18,4.5509,97.51,1.11,39.37240818
2024-08-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",217,215,41.91,27.79,87.65,5.5908,97.47,1.07,39.76771629999999
2024-08-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",213,215,32.99,28.24,85.24,6.0624,97.54,1.2,53.38219680000002
2024-08-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",213,210,4.71,26.72,91.0,4.7059,97.66,1.4,37.78361999999999
2024-09-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",213,210,9.26,27.6,86.85,4.8204,97.69,1.2,47.45835000000002
2024-09-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",212,212,36.62,26.62,91.95,4.4988,97.67,1.33,32.094875050000006
2024-09-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",218,215,4.23,27.04,88.6,5.5862,97.69,0.96,32.85279360000003
2024-09-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",218,214,12.68,27.31,87.81,5.891,97.41,1.22,44.68381028
2024-09-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",210,214,17.16,27.47,85.71,5.0369,97.39,0.79,33.93729242000001
2024-09-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,214,12.24,29.39,81.56,5.1024,97.34,0.95,52.99895719999999
2024-09-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",212,211,35.61,28.23,87.62,4.8422,97.45,1.05,39.176386199999975
2024-09-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",211,212,1.89,27.4,92.09,5.7038,97.38,0.99,23.53576994999998
2024-09-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",172,212,1.66,27.62,87.83,5.029,97.35,1.57,57.467823130000006
2024-09-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",165,212,1.93,27.26,90.69,4.903,97.38,1.39,38.87575769000002
2024-09-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",212,211,55.41,27.78,90.15,4.2134,97.32,1.39,41.20183094999995
2024-09-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",209,212,25.58,26.89,95.34,4.6217,97.05,1.47,20.553340079999987
2024-09-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",218,168,35.02,26.58,96.99,2.43,96.8,2.01,18.13396473000001
2024-09-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",211,211,41.12,24.17,92.86,1.4813,97.14,2.63,55.83134424000001
2024-09-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",209,216,4.93,24.3,94.24,3.7704,97.33,1.9,32.55292800000005
2024-09-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",174,216,0.88,27.09,84.82,5.4725,97.56,1.03,46.94372496
2024-09-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,216,0.0,27.88,85.9,5.3515,97.57,1.03,43.71858689999997
2024-09-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,214,6.09,28.34,88.08,4.062,97.42,1.0,35.93760799999998
2024-09-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",209,212,10.14,29.25,86.53,5.8231,97.35,1.16,47.250604800000005
2024-09-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,213,30.42,30.04,83.44,5.9436,97.37,0.91,45.68952023999999
2024-09-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",210,203,1.19,27.57,92.47,3.9967,97.45,1.0,22.644216000000007
2024-09-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,210,4.58,29.84,81.55,5.4298,97.36,0.69,38.57214195
2024-09-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,209,28.64,27.75,90.01,4.5022,97.54,1.01,30.360509099999994
2024-09-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,212,14.15,26.77,90.96,4.9807,97.62,1.43,38.77125824000001
2024-09-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",213,212,4.68,25.27,93.04,3.8597,97.9,1.63,33.85515215999993
2024-09-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",212,213,3.07,26.16,86.24,5.0342,98.0,1.04,42.83245824000002
2024-09-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",212,214,13.94,26.64,87.08,5.2013,98.03,0.78,30.211637039999992
2024-09-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",165,168,0.0,27.11,85.62,5.0609,97.98,0.79,34.11013651999998
2024-09-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",167,170,3.98,27.15,87.56,4.2614,97.92,1.1,41.09305199999998
2024-09-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",168,170,8.61,27.29,89.78,3.847,97.72,0.99,30.397918319999988
2024-10-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,170,6.04,27.67,88.48,3.3305,97.52,1.05,36.38718719999999
2024-10-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,170,59.56,25.71,95.5,3.0602,97.38,1.48,19.90407600000001
2024-10-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,130,2.23,24.63,94.21,2.9414,97.51,1.92,33.10360704000003
2024-10-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,170,3.13,25.19,91.65,3.3763,97.79,1.68,41.85113519999995
2024-10-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,170,1.21,26.21,85.41,4.8187,97.96,1.07,46.733987680000006
2024-10-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,167,22.03,27.05,87.04,4.5703,98.1,1.08,42.01839359999998
2024-10-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,169,1.63,26.79,81.86,5.0971,98.27,0.58,31.55728728
2024-10-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,167,5.01,27.15,80.24,4.9973,98.18,0.79,46.87803119999999
2024-10-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,169,3.11,26.53,83.67,5.3623,98.02,0.81,39.63957264
2024-10-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,167,2.72,25.69,85.72,4.0385,97.97,0.73,31.152276960000005
2024-10-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",170,213,1.18,26.14,85.32,4.5828,97.98,0.75,32.951829000000004
2024-10-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,214,0.01,26.27,81.5,4.4794,98.06,0.87,48.191649000000005
2024-10-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,216,0.0,26.51,83.16,5.0047,98.05,0.89,44.91184216
2024-10-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,216,0.0,26.75,77.93,5.0875,98.01,0.77,50.96470609999997
2024-10-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",174,215,0.64,27.12,67.64,4.8866,98.02,0.57,55.38540203999999
2024-10-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",213,215,0.0,27.19,73.26,5.0095,98.06,0.65,52.20209539999999
2024-10-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",214,215,0.68,27.14,73.17,4.1738,98.04,0.77,62.03721138999999
2024-10-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,215,0.0,27.1,73.13,4.4851,98.04,0.65,52.44016375000001
2024-10-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,215,14.42,26.89,79.02,3.7001,98.12,0.78,49.09974575999999
2024-10-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,213,2.91,26.33,82.09,4.469,98.14,0.86,46.12770647999998
2024-10-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,213,1.71,26.62,81.28,4.709,98.05,0.79,44.33238576
2024-10-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,213,10.72,27.28,82.29,4.7438,98.01,0.93,49.48172228999997
2024-10-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,213,25.73,25.75,85.74,2.8582,97.98,1.24,52.852693600000016
2024-10-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,215,4.15,25.4,86.69,3.8669,97.95,1.26,50.06862629999999
2024-10-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",215,216,0.75,25.98,81.58,4.4558,98.0,1.2,66.11969520000001
2024-10-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",216,213,0.0,26.2,81.5,5.093,97.97,0.68,37.65823000000001
2024-10-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",212,215,0.0,25.7,84.54,4.9459,97.84,1.03,47.58827629999998
2024-10-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",174,216,0.0,26.35,84.67,5.1751,97.79,0.73,33.5167455
2024-10-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",176,176,0.0,26.02,80.68,5.0618,97.89,0.8,46.23971519999998
2024-10-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",176,175,0.0,25.82,75.0,5.239,98.08,0.71,53.06717499999999
2024-10-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",175,176,0.0,25.9,80.88,4.7477,98.08,0.78,44.59912080000001
2024-11-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",215,216,0.0,25.59,81.1,4.0769,98.2,1.04,58.72033440000001
2024-11-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",176,175,0.0,25.06,79.91,4.8065,98.23,0.96,57.513973440000015
2024-11-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",176,176,0.0,25.69,80.03,4.913,98.22,0.84,50.12981231999999
2024-11-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",176,175,0.0,26.24,76.39,4.7808,98.22,0.79,55.84192340999999
2024-11-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",176,170,8.03,26.11,75.58,4.6366,98.32,0.56,40.92440351999999
2024-11-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",126,150,2.81,24.27,83.47,2.5543,98.32,0.97,47.68862022
2024-11-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",174,172,0.0,23.39,78.34,4.8043,98.34,1.01,64.87286963999999
2024-11-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",174,174,0.0,23.44,78.65,5.2032,98.31,0.8,50.65757199999998
2024-11-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",132,130,0.0,23.49,78.5,5.2555,98.31,0.98,62.50204799999999
2024-11-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",134,134,0.0,24.5,78.39,4.5154,98.32,0.75,48.24162374999999
2024-11-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",134,134,0.0,25.08,82.52,4.7746,98.24,0.79,41.18317716000001
2024-11-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",84,84,5.28,24.57,88.09,4.9874,98.12,1.08,38.29512816
2024-11-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",80,80,0.0,23.88,84.44,5.0611,98.12,1.09,50.37747612000002
2024-11-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",133,134,0.0,22.68,83.05,5.1722,98.19,1.03,51.64748055
2024-11-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",133,134,0.0,21.66,79.76,5.1506,98.14,1.04,62.05632575999997
2024-11-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",215,216,0.0,21.7,74.28,5.117,98.09,1.0,75.83541999999998
2024-11-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",96,95,0.0,21.26,77.76,5.0784,98.18,0.89,58.27433775999998
2024-11-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",96,90,0.0,21.3,78.6,5.225,98.29,0.93,58.60143900000002
2024-11-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",95,80,0.0,23.28,75.43,5.0688,98.28,0.65,47.34135314999998
2024-11-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",96,92,0.0,23.25,82.35,3.8928,98.24,0.67,35.05078200000002
2024-11-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",96,92,0.0,22.92,80.74,4.2624,98.25,0.73,41.62684986000002
2024-11-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",96,93,0.0,21.89,76.58,4.4674,98.27,0.7,48.368857599999984
2024-11-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",96,96,0.0,20.85,74.94,4.7177,98.38,0.78,57.46759200000001
2024-11-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",95,94,0.0,19.88,74.47,4.4563,98.41,0.79,59.10034160999999
2024-11-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",94,96,0.0,18.89,84.42,4.5034,98.35,1.2,54.599798399999976
2024-11-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",93,96,0.0,19.36,74.66,4.6128,98.28,1.01,74.86325434000001
2024-11-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",96,96,0.58,21.36,71.61,4.6066,98.23,0.71,59.36408619000001
2024-11-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",96,96,0.0,23.48,84.91,3.7085,98.31,1.01,45.20908167000001
2024-11-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",95,96,0.0,23.5,86.42,3.607,98.27,1.05,42.299323500000014
2024-11-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",49,50,0.0,23.28,84.6,4.4201,98.18,1.1,50.215242
2024-12-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",49,94,0.06,23.1,84.41,4.5936,98.03,0.91,42.028691250000016
2024-12-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",85,83,0.0,22.31,85.52,2.9162,98.16,0.91,38.932173280000015
2024-12-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",50,48,0.0,22.84,84.75,4.1407,98.2,0.93,41.97878174999999
2024-12-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",75,77,0.0,19.43,82.06,4.6315,98.19,1.39,72.95950427999999
2024-12-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",50,46,0.0,17.78,76.26,4.5098,98.22,1.46,100.83750171999996
2024-12-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",50,46,0.0,16.55,77.37,4.523,98.19,1.67,109.48371369999995
2024-12-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",49,46,0.0,17.75,66.54,4.7081,98.26,1.19,115.82881659999995
2024-12-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",50,47,0.0,19.64,75.18,4.6663,98.24,0.97,70.49036365999999
2024-12-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,46,0.0,19.97,67.45,4.2146,98.21,0.75,71.55792000000001
2024-12-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,30,0.0,19.06,81.04,3.9487,98.25,1.51,83.65855416
2024-12-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",25,50,0.0,16.58,80.22,4.1918,98.28,1.32,75.64734407999998
2024-12-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,17.88,70.46,4.4954,98.19,0.99,85.11055938000003
2024-12-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,18.8,65.5,4.2067,98.29,0.93,93.67215749999998
2024-12-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.62,53.71,4.195,98.42,1.19,161.27264727
2024-12-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.98,63.38,4.6164,98.47,1.08,115.93174248
2024-12-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.3,72.33,4.703,98.44,1.25,101.49701875
2024-12-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,2.18,22.74,71.52,4.0726,98.33,0.81,68.25827232000002
2024-12-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.04,22.05,80.21,3.901,98.29,0.9,52.57807200000002
2024-12-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.79,83.28,4.0327,98.33,1.0,49.146768
2024-12-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.16,20.06,64.84,4.2161,98.27,0.97,99.99985691999996
2024-12-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,40,3.89,20.03,65.87,1.9387,98.28,1.44,144.08976095999995
2024-12-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.88,69.93,4.5535,98.34,1.3,114.54835729999998
2024-12-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.96,72.38,4.6574,98.34,1.19,96.33880857999998
2024-12-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.66,68.88,4.3781,98.41,0.93,85.03331496000001
2024-12-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.02,19.57,69.78,2.621,98.58,1.35,119.4209784
2024-12-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.58,61.77,4.1198,98.65,1.58,177.42290681999995
2024-12-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",0,40,0.0,21.36,59.8,4.5773,98.68,0.91,107.7376482
2024-12-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,21.25,67.3,4.6514,98.55,1.03,99.156864
2024-12-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",0,25,0.0,20.59,64.27,4.4479,98.48,1.04,109.15143408
2024-12-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",25,46,0.0,18.52,76.65,4.5528,98.55,1.58,107.60581309999996
2024-12-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",105,25,0.0,17.48,76.74,4.187,98.47,1.2,81.1206456
2025-01-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",26,26,0.0,17.61,74.81,4.2552,98.31,1.01,73.97486844
2025-01-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,40,0.0,18.55,70.02,3.4834,98.36,0.99,86.57714340000001
2025-01-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,18.65,78.44,3.5983,98.39,1.26,79.26922079999999
2025-01-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",26,26,0.0,19.48,80.28,3.9578,98.33,1.22,70.40209592000001
2025-01-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,46,0.0,20.25,74.32,4.1938,98.4,1.22,91.9210464
2025-01-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,26,0.0,20.54,74.81,4.5386,98.33,1.0,73.980511
2025-01-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,26,0.0,19.43,80.6,4.1705,98.25,0.94,53.35488880000001
2025-01-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,26,0.0,17.3,77.56,3.864,98.4,1.36,88.64069279999998
2025-01-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,26,0.0,17.24,70.99,4.3582,98.55,1.12,94.35119568
2025-01-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,18.33,60.46,4.6423,98.68,1.05,121.01375159999998
2025-01-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",26,30,0.0,20.61,54.95,4.9349,98.68,1.23,162.7768224
2025-01-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",26,35,0.0,20.44,64.58,4.7765,98.57,1.35,140.38593030000004
2025-01-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.0,57.23,4.9505,98.47,1.12,140.42588560000002
2025-01-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.21,64.93,4.6788,98.6,1.27,130.21392803999996
2025-01-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.87,62.69,4.8362,98.59,0.96,104.95273152
2025-01-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.99,59.22,4.9639,98.58,1.04,124.74830368
2025-01-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.91,62.15,5.0621,98.41,1.1,122.43188100000005
2025-01-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.0,20.13,63.64,5.1641,98.35,1.06,113.03480448
2025-01-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.0,18.86,63.8,4.9848,98.21,1.24,131.07744879999998
2025-01-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.0,18.82,59.19,4.9788,98.15,1.11,132.25978227
2025-01-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",30,30,0.0,19.0,59.55,4.6798,98.15,1.13,133.53738275
2025-01-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",35,40,0.0,18.91,63.22,4.5024,98.21,1.05,112.79065140000002
2025-01-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.06,57.48,4.5072,98.24,1.26,156.55209191999998
2025-01-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,18.98,55.96,4.8151,98.23,1.68,216.13880736
2025-01-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.16,65.54,3.7757,98.32,1.68,169.22644367999993
2025-01-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,17.75,61.64,4.7633,98.19,1.35,150.64547399999998
2025-01-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,18.3,59.6,4.8938,98.08,1.08,127.165464
2025-01-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,18.11,62.76,3.9907,98.33,1.06,114.97313744000004
2025-01-29,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,17.96,58.79,4.2811,98.42,1.24,148.75837443999998
2025-01-30,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,18.44,61.99,4.127,98.18,1.36,150.73336824
2025-01-31,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.73,75.09,2.772,98.25,0.95,69.54523259999999
2025-02-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.44,74.74,3.959,98.22,1.13,83.80174242
2025-02-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.14,70.46,3.6634,98.22,1.43,123.89214838000002
2025-02-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.03,60.72,4.6565,98.26,1.64,188.86421056
2025-02-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.76,56.62,5.0014,98.19,1.37,174.07817046000002
2025-02-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,21.57,66.56,4.5797,98.17,1.5,147.831552
2025-02-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.03,53.27,5.5222,98.28,1.52,208.24458127999995
2025-02-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.41,42.92,5.9266,98.26,1.38,230.45068224
2025-02-09,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,19.26,45.35,5.7732,98.25,1.3,207.7426845
2025-02-10,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,18.85,51.69,5.585,98.32,1.54,217.240408
2025-02-11,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,20.55,62.33,5.1871,98.3,1.39,153.78513809999998
2025-02-12,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,21.99,64.83,4.9543,98.31,1.14,118.33284132
2025-02-13,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,22.61,69.29,4.1275,98.2,1.44,130.79217023999996
2025-02-14,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,21.37,67.55,4.6992,98.15,1.45,138.579023
2025-02-15,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,21.05,44.14,5.658,98.15,1.35,221.859162
2025-02-16,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,21.64,45.37,5.8109,98.3,1.49,239.95522773
2025-02-17,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,22.83,50.92,5.5944,98.39,1.38,200.46843792
2025-02-18,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,23.5,52.0,5.4103,98.33,1.27,180.83784
2025-02-19,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,23.52,57.01,3.6948,98.26,1.09,139.01689197000002
2025-02-20,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.04,24.09,52.71,5.1115,98.36,1.31,184.13988276
2025-02-21,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,24.0,54.91,4.8566,98.38,1.1,147.38342850000004
2025-02-22,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,23.83,50.27,5.7014,98.45,1.41,208.24029714
2025-02-23,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,23.34,58.25,3.7747,98.51,1.23,152.25502724999998
2025-02-24,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,46,0.0,23.14,53.38,5.5471,98.57,1.59,219.62733282
2025-02-25,"Karnaphuli Hydro PP Unit-1,2,3,4,5",46,40,0.0,22.76,45.11,6.055,98.71,1.83,297.2377481699999
2025-02-26,"Karnaphuli Hydro PP Unit-1,2,3,4,5",80,40,0.0,23.29,41.67,6.275,98.6,1.3,224.7874876
2025-02-27,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,22.9,44.38,6.1493,98.4,1.43,235.4681043
2025-02-28,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,22.88,53.68,5.3323,98.35,1.59,218.02254264
2025-03-01,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,23.57,55.74,5.3914,98.15,1.3,170.7267536
2025-03-02,"Karnaphuli Hydro PP Unit-1,2,3,4,5",70,40,0.0,24.54,58.18,4.7657,98.0,1.55,192.96563490000003
2025-03-03,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,25,0.0,25.8,53.36,4.4131,98.0,1.32,184.0479696
2025-03-04,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,24.74,51.15,5.9398,98.01,1.37,199.36139305
2025-03-05,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,24.61,45.69,6.2846,97.96,1.28,206.99322368
2025-03-06,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,24.17,44.79,6.3703,98.05,1.37,224.88600964000003
2025-03-07,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,23.6,35.04,6.5988,97.94,1.2,231.32255999999995
2025-03-08,"Karnaphuli Hydro PP Unit-1,2,3,4,5",40,40,0.0,23.15,42.14,6.4841,98.02,1.3,222.870934
